arcos_all_washpost_shuf5000
REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
RW0204026,DISTRIBUTOR,WALGREEN CO,null,DBA: WALGREEN WAREHOUSE,2370 E MAIN STREET,WOODLAND,CA,95776,YOLO,AW9355517,CHAIN PHARMACY,WALGREEN ARIZONA DRUG CO.,DBA: WALGREENS # 06128,19003 N R H JOHNSON BLVD,null,SUN CITY WEST,AZ,85375,MARICOPA,S,9143,406051205,OXYCODONE,2.0,null,null,61570811,null,0,6292006,4.4825,1000.0,115114,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Walgreen Co,5.0
RA0129937,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,100 FRIARS BLVD,null,THOROFARE,NJ,8086,GLOUCESTER,BC7444108,RETAIL PHARMACY,COLTS NECK PHARMACY,null,"420 HIGHWAY 34, STE 309",P.O.BOX 490,COLTS NECK,NJ,7722,MONMOUTH,S,9143,378611301,OXYCODONE,1.0,null,null,12X500198,null,null,10082012,1.34475,100.0,6676,OXYCODONE HCL 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Mylan Pharmaceuticals, Inc.","Mylan Pharmaceuticals, Inc.",AmerisourceBergen Drug,15.0
PM0038693,DISTRIBUTOR,MCKESSON CORPORATION,null,"DBA MCKESSON DRUG CO,",7009 SOUTH 108 STREET,LA VISTA,NE,68128,SARPY,BU7629807,RETAIL PHARMACY,U-SAVE PHARMACY,null,DBA U-SAVE PHARMACY-SOUTH,2105 S LOCUST ST,GRAND ISLAND,NE,68801,HALL,S,9193,406035705,HYDROCODONE,1.0,null,null,null,null,null,11302010,1.5135,500.0,1011004294,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RA0310603,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,1325 WEST STRIKER AVE,null,SACRAMENTO,CA,95834,SACRAMENTO,BM6071699,RETAIL PHARMACY,MEDICAL ARTS PHARMACY,null,13847 EAST 14TH STREET,SUITE 103,SAN LEANDRO,CA,94578,ALAMEDA,S,9143,406052301,OXYCODONE,2.0,null,null,10X000009,null,null,2262010,1.7930000000000000,200.0,34375,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,AmerisourceBergen Drug,10.0
RM0258601,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,2798 NEW BUTLER RD,NEW CASTLE,PA,16101,LAWRENCE,BC8169840,RETAIL PHARMACY,COMMUNITY DRUGS CO,null,115 NORTH 13TH ST,null,FRANKLIN,PA,16323,VENANGO,S,9143,60951060285,OXYCODONE,1.0,null,null,56051146,null,null,4172006,2.241,500.0,604033480,ENDOCET OXYCODO HCL5MG&AC TAB,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,5.0
RA0310603,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,1325 WEST STRIKER AVE,null,SACRAMENTO,CA,95834,SACRAMENTO,FS0160387,CHAIN PHARMACY,SAVE MART PHARMACY #608,null,12054 NEVADA CITY HWY,null,GRASS VALLEY,CA,95945,NEVADA,S,9143,406051201,OXYCODONE,4.0,null,null,102640745,null,null,9132010,1.7930000000000000,400.0,26946,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,AmerisourceBergen Drug,5.0
RR0236073,DISTRIBUTOR,RITE AID MID-ATLANTIC,null,CUSTOMER SUPPORT CENTER,601 CHELSEA ROAD,ABERDEEN,MD,21001,HARFORD,BR5298547,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11315,114 EAST LEBANON STREET,null,MT AIRY,NC,27030,SURRY,S,9193,591038705,HYDROCODONE,1.0,null,null,null,null,null,10032012,2.27025,500.0,7552,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Rite Aid,7.5
RM0220688,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,3000 KENSKILL AVE,WASHINGTON CT HOUSE,OH,43160,FAYETTE,BC9261823,RETAIL PHARMACY,CLARK'S RX,null,675 EAST SECOND ST,null,FRANKLIN,OH,45005,WARREN,S,9143,59011010710,OXYCODONE,1.0,null,null,09X000108,null,null,8242009,7.172000000000000,100.0,908034688,OXYCONTIN - 80MG OXYCODONE.HCL CONTR,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,80.0
RD0108200,DISTRIBUTOR,CARDINAL HEALTH,null,11 CENTENNIAL DRIVE,null,PEABODY,MA,1960,ESSEX,BT2036045,CHAIN PHARMACY,"HANNAFORD BROS. CO., LLC",DBA HANNAFORD FOOD & DRUG #8120,"2 FREETOWN RD, ROUTE 27",null,RAYMOND,NH,3077,ROCKINGHAM,S,9193,603388721,HYDROCODONE,1.0,null,null,null,null,0,5302007,0.6054,100.0,705078278,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,10.0
PM0000771,DISTRIBUTOR,MCKESSON CORPORATION,null,1515 KENDRICK LANE,null,LAKELAND,FL,33805,POLK,BA7480116,CHAIN PHARMACY,ALBERTSONS LLC #04485,DBA SAV-ON PHARMACY,1112 KEY PLAZA,null,KEY WEST,FL,33040,MONROE,S,9143,63481062970,OXYCODONE,1.0,null,null,64943525,null,null,5082007,0.8965,100.0,705052318,PERCOCET TABLETS 10MG OXYCODONE HCL/,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Endo Pharmaceuticals, Inc.","Endo Pharmaceuticals, Inc.",McKesson Corporation,10.0
RE0225157,DISTRIBUTOR,ECKERD CORPORATION #299,null,36 HERRING ROAD,null,SHENANDOAH,GA,30265,COWETA,BE7945833,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11817,192 1ST AVENUE,null,EAST ELLIJAY,GA,30539,GILMER,S,9193,591034905,HYDROCODONE,1.0,null,null,null,null,null,3132007,1.5135,500.0,3967,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Eckerd Corporation,5.0
PW0211158,DISTRIBUTOR,WALGREEN CO,null,DBA WALGREENS,4400 STATE RD 19,WINDSOR,WI,53598,DANE,AB2897443,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 06762,11833 S WESTERN AVE,null,CHICAGO,IL,60643,COOK,S,9193,591038705,HYDROCODONE,1.0,null,null,null,null,0,11192009,2.27025,500.0,22378,HYDROCODONE BITARTRATE 7.5MG/ACETAMI,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,7.5
RS0337522,DISTRIBUTOR,SCHNUCKS PHARMACY DISTRIBUTION CTR,null,13188 LAKEFRONT DRIVE,null,EARTH CITY,MO,63045,SAINT LOUIS,BS8156665,RETAIL PHARMACY,"SCHNUCK MARKET INC,",null,DBA: SCHNUCKS PHARMACY #728,3501 NORTH GREEN RIVER ROAD,EVANSVILLE,IN,47715,VANDERBURGH,S,9193,603388821,HYDROCODONE,1.0,null,null,null,null,null,11152010,0.6054,100.0,4882,HYDROCODONE.BIT & ACETA  10MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Schnucks Pharmacy Distribution Ctr,10.0
PW0186785,DISTRIBUTOR,WAL-MART PHARM WAREHOUSE #1,null,2252 NORTH 8TH STREET,null,ROGERS,AR,72756,BENTON,BS7546407,CHAIN PHARMACY,SAM'S PHARMACY 10-8270,null,6016 MARSHA SHARP FREEWAY,null,LUBBOCK,TX,79407,LUBBOCK,S,9193,406036601,HYDROCODONE,2.0,null,null,null,null,null,7092010,0.9081,200.0,1007044254,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RM0220599,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,520 E NORTH AVE,CAROL STREAM,IL,60188,DUPAGE,BO7001364,RETAIL PHARMACY,OCONTO FALLS PHARMACY,null,P.O. BOX 129,323 EAST HIGHLAND DRIVE,OCONTO FALLS,WI,54154,OCONTO,S,9193,591038501,HYDROCODONE,1.0,null,null,null,null,null,8172006,0.45405,100.0,608015838,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,7.5
PF0000012,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,9501 NORWALK BLVD,SANTA FE SPRINGS,CA,90670,LOS ANGELES,BT5232361,CHAIN PHARMACY,THRIFTY PAYLESS INC.,RITE AID #5617,2230 OTAY LAKES ROAD,null,CHULA VISTA,CA,91915,SAN DIEGO,S,9143,406051201,OXYCODONE,3.0,null,null,85269927,null,null,1192009,1.34475,300.0,901017584,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
RK0233180,DISTRIBUTOR,KROGER LIMITED PARTNERSHIP I,null,DBA PEYTON'S SOUTHEASTERN,153 REFRESHMENT LANE,CLEVELAND,TN,37311,BRADLEY,BK6741854,CHAIN PHARMACY,KROGER PHARMACY #311,null,9330 JONES ROAD,null,HOUSTON,TX,77065,HARRIS,S,9193,406036501,HYDROCODONE,1.0,null,null,null,null,null,5242007,0.3027,100.0,15962,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Kroger,5.0
RA0290837,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,"1825 S. 43RD AVE, STE B",null,PHOENIX,AZ,85009,MARICOPA,BB9532246,RETAIL PHARMACY,"BELLE RX CORPORATION  DBA, COLEMAN PHARMACY",null,1841 LEE TREVINO,null,EL PASO,TX,79936,EL PASO,S,9143,59011010310,OXYCODONE,1.0,null,null,09X000559,null,null,6292009,1.7930000000000000,100.0,10035,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,AmerisourceBergen Drug,20.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,AP2516675,RETAIL PHARMACY,PATTERSON PARK PHARMACY INC,null,2245 EASTERN AVE,null,BALTIMORE,MD,21231,BALTIMORE CITY,S,9143,60951071270,OXYCODONE,2.0,null,null,10X000083,null,null,4272010,1.7930000000000000,200.0,1004057943,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,10.0
RA0316958,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORPORATION,null,501 PATRIOT PARKWAY,null,ROANOKE,TX,76262,DENTON,BB6220266,RETAIL PHARMACY,BAPTIST PHARMACY,null,902 N. MAIN ST.,null,SAN ANGELO,TX,76903,TOM GREEN,S,9193,591038801,HYDROCODONE,1.0,null,null,null,null,null,4132010,0.15135,100.0,22273,HYDROCODONE BITARTARATE.2.5MG & ACET,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,2.5
RW0281953,DISTRIBUTOR,WALGREEN CO,null,710 OVILLA ROAD,null,WAXAHACHIE,TX,75167,ELLIS,BW6017025,CHAIN PHARMACY,WALGREEN CO.,DBA: WALGREENS # 04587,2360 FM 407,null,HIGHLAND VILLAGE,TX,75077,DENTON,S,9193,52544053901,HYDROCODONE,1.0,null,null,null,null,0,1232009,0.6054,100.0,13036,"NORCO HYDROCODO.BIT./ACET.,10MG & 32",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",Walgreen Co,10.0
RH0197170,DISTRIBUTOR,CVS INDIANA,null,"7590 EMPIRE DR, DOORS 116-123",null,INDIANAPOLIS,IN,46219,MARION,BN7314127,CHAIN PHARMACY,"HIGHLAND PARK CVS, L.L.C.",DBA: CVS/PHARMACY  # 02797,9640 N MILWAUKEE AVE.,null,NILES,IL,60714,COOK,S,9193,603388721,HYDROCODONE,1.0,null,null,null,null,null,1142008,0.6054,100.0,23464,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",CVS,10.0
PF0000012,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,9501 NORWALK BLVD,SANTA FE SPRINGS,CA,90670,LOS ANGELES,BT5834254,CHAIN PHARMACY,THRIFTY PAYLESS INC.,RITE AID #5837,9482 CALIFORNIA CITY BOULEVARD,null,CALIFORNIA CITY,CA,93505,KERN,S,9143,603499821,OXYCODONE,5.0,null,null,113563775,null,null,7282011,2.24125,500.0,1107041772,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,5.0
RM0220688,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,3000 KENSKILL AVE,WASHINGTON CT HOUSE,OH,43160,FAYETTE,AC3176004,RETAIL PHARMACY,CLINIC PHARMACY,null,876 PARKWAY DRIVE,null,SALYERSVILLE,KY,41465,MAGOFFIN,S,9193,591034905,HYDROCODONE,1.0,null,null,null,null,null,3082006,1.5135,500.0,603016917,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,5.0
PP0220828,DISTRIBUTOR,KROGER LIMITED PARTNERSHIP II,null,DBA PEYTON'S NORTHERN,1111 SOUTH ADAMS STREET,BLUFFTON,IN,46714,WELLS,BH3905695,CHAIN PHARMACY,KROGER PHARMACY,#907,1600 SOUTH OHIO ST,null,MARTINSVILLE,IN,46151,MORGAN,S,9193,406036501,HYDROCODONE,1.0,null,null,null,null,null,5052012,0.3027,100.0,7638,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Kroger,5.0
RA0336924,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP.,null,5100 JAINDL BLVD.,null,BETHLEHEM,PA,18017,NORTHAMPTON,BD8767280,CHAIN PHARMACY,DUANE READE,null,2409 BROADWAY,null,NEW YORK,NY,10024,NEW YORK,S,9143,63481062970,OXYCODONE,1.0,null,null,75553045,null,null,12192007,0.8965,100.0,5437,PERCOCET TABLETS 10MG OXYCODONE HCL/,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Endo Pharmaceuticals, Inc.","Endo Pharmaceuticals, Inc.",AmerisourceBergen Drug,10.0
PM0001951,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,4836 SOUTHRIDGE BLVD,MEMPHIS,TN,38141,SHELBY,AM1304978,RETAIL PHARMACY,ALLCARE PHARMACY,null,3002 WEST PINE,null,ARKADELPHIA,AR,71923,CLARK,S,9143,406052301,OXYCODONE,4.0,null,null,09X000006,null,null,11272009,3.5860000000000000,400.0,911008704,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
RK0285444,DISTRIBUTOR,KAISER FOUNDATION HOSPITALS,null,5800 COLISEUM WAY,null,OAKLAND,CA,94621,ALAMEDA,BK5210834,RETAIL PHARMACY,KAISER FOUNDATION HOSP,null,KAISER FOUNDATION CPP PHCY 251,300-G PULLMAN STREET,LIVERMORE,CA,94550,ALAMEDA,S,9193,603388121,HYDROCODONE,792.0,null,null,null,null,null,7252012,239.7384,79200.0,7700002745,HYDROCODONE.BIT. & ACETA  5MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Kaiser Permanente,5.0
RB0363630,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,5500 NEW HORIZONS BLVD,null,NORTH AMITYVILLE,NY,11701,SUFFOLK,FF1198060,RETAIL PHARMACY,FORDHAM ROAD PHARMACY,null,2 E FORDHAM ROAD,null,BRONX,NY,10468,BRONX,S,9193,603388132,HYDROCODONE,1.0,null,null,null,null,null,6252012,3.0270000000000000,1000.0,7172,HYDROCODONE.BIT. & ACETA  5MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",AmerisourceBergen Drug,5.0
PW0186785,DISTRIBUTOR,WAL-MART PHARM WAREHOUSE #1,null,2252 NORTH 8TH STREET,null,ROGERS,AR,72756,BENTON,BW5376050,CHAIN PHARMACY,WAL-MART PHARMACY 10-0258,null,3929 N GLOSTER ST,null,TUPELO,MS,38804,LEE,S,9193,406036701,HYDROCODONE,1.0,null,null,null,null,null,7202011,0.6054,100.0,1107034428,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,10.0
RB0395219,DISTRIBUTOR,HENRY SCHEIN ANIMAL HEALTH,null,3820 TWIN CREEKS DRIVE,null,COLUMBUS,OH,43204,FRANKLIN,AG4672324,PRACTITIONER,"GODFREY, ERNEST C JR DVM",PINELLAS ANIMAL HOSPITAL,7791 52ND STREET NORTH,null,PINELLAS PARK,FL,33781,PINELLAS,S,9193,61570008101,HYDROCODONE,1.0,null,null,null,null,null,10282011,0.3027,100.0,1814,TUSSIGON 5MG HYD.BIT&HOMA MBR 1.5MG/,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Pfizer Laboratories Div Pfizer Inc,Pfizer Laboratories Div Pfizer Inc,Henry Schein Inc,5.0
PR0205559,DISTRIBUTOR,"CVS TN DISTRIBUTION, LLC",null,10017 KINGSTON PIKE,null,KNOXVILLE,TN,37922,KNOX,BC5782948,CHAIN PHARMACY,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 04173,1302 HWY 72-221 EAST,null,GREENWOOD,SC,29649,GREENWOOD,S,9193,62037052401,HYDROCODONE,1.0,null,null,null,null,null,12262008,0.45405,100.0,57998,HYDROCODONE.BITARTRATE/IBUPROFEN 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",CVS,7.5
RM0336950,DISTRIBUTOR,MCKESSON CORPORATION,null,6775 JEFFERSON METROPOLITAN,null,MCCALLA,AL,35111,JEFFERSON,FE1796133,RETAIL PHARMACY,EXPRESS PHARMACY,null,320 WEST BATTLE ST.,null,TALLADEGA,AL,35160,TALLADEGA,S,9193,785635001,HYDROCODONE,1.0,null,null,null,null,null,6212011,0.6054,100.0,1106037122,LORCET HYD.BIT10MG/ACET650MG TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Forest Laboratories, Inc.","Forest Laboratories, Inc.",McKesson Corporation,10.0
RC0318128,DISTRIBUTOR,CVS ORLANDO FL DISTRIBUTION,null,LLC,8201 CHANCELLOR DRIVE,ORLANDO,FL,32809,ORANGE,BC5277909,CHAIN PHARMACY,"HOLIDAY CVS, L.L.C.",DBA: CVS/PHARMACY  # 03654,3501 54TH AVE S,null,SAINT PETERSBURG,FL,33711,PINELLAS,S,9193,406036005,HYDROCODONE,1.0,null,null,null,null,null,10122009,2.27025,500.0,18414,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,CVS,7.5
RH0231124,DISTRIBUTOR,HARCO,DBA: TUSCALOOSA DISTRIBUTION,CENTER,"3931 RICE MINE ROAD, NE",TUSCALOOSA,AL,35406,TUSCALOOSA,AK3416864,CHAIN PHARMACY,K & B LOUISIANA CORPORATION,RITE AID #7264,4115 JEFFERSON HIGHWAY,null,JEFFERSON,LA,70121,JEFFERSON,S,9193,406035901,HYDROCODONE,1.0,null,null,null,null,null,6082010,0.45405,100.0,1850,HYDROCODONE BITARTRATE & ACETAMINOPH,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Harco,7.5
PS0001723,DISTRIBUTOR,SMITH DRUG COMPANY,null,DIVISION JM SMITH CORP,9098 FAIRFOREST ROAD,SPARTANBURG,SC,29301,SPARTANBURG,AS8395370,RETAIL PHARMACY,SUPERIOR DRUG CENTER,null,251C MEDICAL PLAZA,null,WHITESBURG,KY,41858,LETCHER,S,9143,603499221,OXYCODONE,2.0,null,null,10X000028,null,null,4122010,5.379,200.0,1006014083,OXYCODONE HCL 30MG USP TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Smith Drug Company,30.0
RW0282145,DISTRIBUTOR,WAL-MART PHARMACY WHSE #45,null,2250 NORTH 8TH STREET,SUITE 102-A,ROGERS,AR,72756,BENTON,BW5419521,CHAIN PHARMACY,WAL-MART PHARMACY 10-0080,null,3001 W BROADWAY,null,COLUMBIA,MO,65203,BOONE,S,9143,406051201,OXYCODONE,15.0,null,null,85487973,null,null,3102009,6.72375,1500.0,903134577,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Wal-Mart,5.0
RA0314562,DISTRIBUTOR,AMERISOURCEBERGEN DRUG CORP,null,6305 LASALLE DR,null,LOCKBOURNE,OH,43137,FRANKLIN,BB7129427,RETAIL PHARMACY,BEE WELL PHARMACY,null,4501 MACORKLE AVE SW SUITE 101,null,SOUTH CHARLESTON,WV,25309,KANAWHA,S,9143,228287911,OXYCODONE,2.0,null,null,12X000529,null,null,10262012,5.379,200.0,45850,"OXYCODONE HCL 30MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",AmerisourceBergen Drug,30.0
RO0153609,DISTRIBUTOR,CARDINAL HEALTH,null,71 MIL-ACRES DR,null,WHEELING,WV,26003,OHIO,AP2493423,CHAIN PHARMACY,"VIRGINIA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 01405,8928 BURKE LAKE ROAD,null,SPRINGFIELD,VA,22151,FAIRFAX,S,9143,406051205,OXYCODONE,2.0,null,null,82453122,null,0,10172008,4.4825,1000.0,810060278,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
PM0021535,DISTRIBUTOR,MCKESSON CORPORATION,null,DBA MCKESSON DRUG CO.,3775 SEAPORT BLVD,WEST SACRAMENTO,CA,95691,YOLO,BS7019652,CHAIN PHARMACY,SAFEWAY INC,SAFEWAY PHARMACY #1661,2001 MCHENRY AVENUE,null,MODESTO,CA,95350,STANISLAUS,S,9193,591320301,HYDROCODONE,2.0,null,null,null,null,null,12122007,0.9081,200.0,712024300,HYDROCODONE BITARTRATE AND ACETA 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,7.5
PW0221084,DISTRIBUTOR,WALGREEN ARIZONA DRUG CO,null,DBA WALGREENS,2400 N WALGREEN STREET,FLAGSTAFF,AZ,86004,COCONINO,BW1231846,CHAIN PHARMACY,WALGREEN ARIZONA DRUG CO.,DBA: WALGREENS # 03913,2360 HIGHWAY 95,null,BULLHEAD CITY,AZ,86442,MOHAVE,S,9193,406036705,HYDROCODONE,1.0,null,null,null,null,0,2162006,3.0270000000000000,500.0,2720,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Walgreen Co,10.0
RH0197170,DISTRIBUTOR,CVS INDIANA,null,"7590 EMPIRE DR, DOORS 116-123",null,INDIANAPOLIS,IN,46219,MARION,AC6410346,CHAIN PHARMACY,"AMERICAN DRUG STORES DELAWARE, L.L.C.",DBA: CVS/PHARMACY  # 08612,2425 13TH AVENUE SOUTH,null,FARGO,ND,58103,CASS,S,9193,62037052401,HYDROCODONE,3.0,null,null,null,null,null,11132008,1.36215,300.0,125429,HYDROCODONE.BITARTRATE/IBUPROFEN 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",CVS,7.5
RH0197170,DISTRIBUTOR,CVS INDIANA,null,"7590 EMPIRE DR, DOORS 116-123",null,INDIANAPOLIS,IN,46219,MARION,BC6622321,CHAIN PHARMACY,"PENNSYLVANIA CVS PHARMACY, L.L.C.",DBA: CVS/PHARMACY  # 02785,1306 MACDADE BLVD.,null,WOODLYN,PA,19094,DELAWARE,S,9193,406036501,HYDROCODONE,1.0,null,null,null,null,null,2202006,0.3027,100.0,22488,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,CVS,5.0
